,Training profit,Testing profit
0,20695.843578280117,3423.2100956842633
1,20777.47727151309,3429.5343894500093
2,20679.85942841765,3442.9080061161517
3,20809.989974975346,3497.5827872874165
4,20701.690896808617,3395.878125703369
5,20491.09171282861,3413.7603398751803
6,20761.67696708555,3443.812328301631
7,21017.148532329207,3468.437323550224
8,20723.908139160274,3431.3251878401375
9,20869.909067205233,3438.7507399245214
