,Training profit,Testing profit
0,37671.72730186446,13315.262204061162
1,38394.69009766576,13772.3265791252
2,37963.445739284136,13526.115735141095
3,37261.175236464376,13140.040472847904
4,36302.272103801864,12734.041822986477
5,34540.352881039515,12186.587255669456
6,37227.06168732259,13297.070461025027
7,37932.66760228385,13381.973598322942
8,38061.63800052752,13580.310229917799
9,36699.408069904784,12758.760452051314
