,Training profit,Testing profit
0,46333.508432578514,8427.391531545518
1,46736.42493883848,8562.334232526033
2,46292.420744242874,8490.88600184135
3,46152.32238287036,8299.351110134792
4,45838.9035735523,8539.104208775298
5,45304.32897058241,8047.749518385192
6,46555.07057271981,8271.158736151
7,46411.39080389895,8585.689012293185
8,44327.2981892332,7905.46728094503
9,46306.526699437294,8591.377308359575
