,Training profit,Testing profit
0,50410.197557930194,15009.632949312378
1,51527.42809489586,15985.602914425333
2,50671.359434257145,15321.736503568276
3,49729.09138484189,14218.230542282894
4,50474.70900933797,14364.681340413197
5,47604.52121837888,13992.135136276976
6,50240.00328773514,14480.721054614933
7,50458.11265084717,14659.063721870538
8,49022.35332519,14882.338501619844
9,51520.868924834125,15004.774565702945
