,Training profit,Testing profit
0,82774.13175836692,25328.135880656337
1,87751.82332668176,27366.284895809185
2,84656.30177195977,26138.05409769043
3,85843.41237617997,26542.006400002094
4,80347.2258132233,23894.550706321905
5,78633.44526920718,23549.948393155282
6,84462.82634112076,26096.940264306704
7,88484.16162326149,27552.179996157713
8,86996.898230797,26667.27751832326
9,85755.20686466576,26172.815870112114
