,Training profit,Testing profit
0,40148.74005653081,9619.939051889643
1,39780.54207326362,9476.466507740195
2,39144.796341923866,9441.278185352105
3,39956.481836179344,9469.066033902323
4,39882.77189012345,9362.571127209832
5,39873.286499422604,9220.863058620978
6,38723.2003730463,9084.974887199753
7,39783.56626464789,9459.34479665428
8,39029.095078753024,9150.238841025237
9,40352.077117295485,9526.731771413872
