,Training profit,Testing profit
0,29273.1104533877,6238.267819635506
1,29933.322694837072,6425.9611876406725
2,29811.104698226874,6532.898606424791
3,30389.066666851424,6437.874640100359
4,28532.563386723145,6107.052957156504
5,29068.937085074947,6324.142248907154
6,28603.917685576747,6242.280128740445
7,29547.787875178452,6335.580459222515
8,30179.19299815653,6433.032168635045
9,27713.64099928928,6126.494958317586
