,Training profit,Testing profit
0,37712.05603151717,9471.755367794154
1,38129.37023348556,9493.161142993615
2,38442.928203895804,9592.490051147432
3,38895.37991481481,9447.102911173046
4,37232.25351451352,9127.442430497815
5,35836.34800322499,8983.510019959896
6,38189.252354514145,9410.36643834194
7,38594.63923577516,9617.270307997396
8,38479.523438567645,9402.031743395688
9,36338.88713352439,8985.203198279374
