,Training profit,Testing profit
0,44671.545058429896,18729.022897728224
1,44047.803872212775,18466.316170118414
2,42702.90299946879,17965.47320253002
3,44271.82105273052,18584.92269737024
4,44714.35025374464,18700.559246382374
5,43514.378649936996,18390.154203895814
6,44639.752015295606,18576.06892722663
7,43840.94515844356,17992.50202321743
8,42735.9716209152,17729.730136603463
9,43125.38402970729,17990.086992300745
