,Training profit,Testing profit
0,39492.25156190054,17918.390743643442
1,41201.82810680376,18660.882568637142
2,40584.51629840009,18510.549914428484
3,39803.019571778146,18286.838616454603
4,39765.64537697992,18263.632748511372
5,37006.95398576363,17016.744130760264
6,38492.947058770034,17842.99002892731
7,40560.16376587197,18185.26846402956
8,40990.441658311276,18357.68379007936
9,40470.87460190327,18274.561571743507
