,Training profit,Testing profit
0,16928.656074622086,2717.512595574559
1,16961.9801737266,2699.6190010907467
2,17049.733532989012,2725.8799200365347
3,16947.46037962282,2675.2200523919773
4,16927.38399765896,2720.0086783625193
5,17082.394064219065,2684.877235959941
6,17278.12764282829,2713.109009033028
7,17478.46343439837,2730.2681397250576
8,17236.81046613706,2697.60719508745
9,17210.978155974444,2675.932131539747
