,Training profit,Testing profit
0,41631.25227273241,14491.4599369709
1,45089.79724725265,15431.331459348488
2,40573.81150812443,14299.30360519232
3,42808.54993708532,14172.453228528386
4,41898.31527295497,14138.623412990255
5,39662.99731823822,13297.813317140126
6,41931.50747048373,14180.318996040143
7,44982.324561487985,15501.083149818378
8,44277.33248556414,14837.23869945095
9,43674.9573933159,14699.2340207273
