,Training profit,Testing profit
0,53828.66798937073,15987.997407768535
1,54213.88319518979,16449.69786749181
2,54360.819637973436,16959.184226119087
3,53797.04293361258,15939.557671647975
4,53824.11639314583,15976.066513133032
5,50947.747908113924,15253.194800108125
6,52872.226832594264,15674.18660886558
7,52963.64971036153,15282.666516643569
8,52493.80127301901,15562.200022822708
9,53718.330856053144,15932.705334864992
