,Training profit,Testing profit
0,65987.3263989943,25193.935666196354
1,65945.70010624004,25425.45901073527
2,63724.910980731926,24811.76911248005
3,64512.58770723313,24892.147039277308
4,64097.56639410641,25001.77181298605
5,62440.58198998275,23279.310975764252
6,64379.44178884268,24401.770223782223
7,64084.03396896362,24619.165381227427
8,64064.30519180732,24204.704991215247
9,64859.57058674935,25001.477469274367
