,Training profit,Testing profit
0,30532.644322525095,9844.84204203515
1,31461.673323766485,10262.836014906148
2,30961.7318915176,9995.03048910305
3,30478.252463109933,9683.670885754704
4,30100.219119285928,9610.653098720815
5,29515.354752168365,9298.764320858529
6,30976.803467279235,10136.356930161879
7,30847.698003189835,9862.316199511843
8,31113.05902160756,10106.494547013837
9,30165.363703126834,9512.95219260624
