,Training profit,Testing profit
0,77882.13160187703,20946.184790826817
1,80178.41816228058,21791.892892834043
2,79131.37517316914,21888.49013628537
3,82049.62930926135,21467.36762262744
4,79831.66357451917,21574.656777712687
5,72340.08787333501,19514.375679396573
6,80643.00298671579,21259.986252141593
7,82468.41100986602,22288.47147412446
8,82107.956630228,21980.421453432846
9,79695.3332030276,21462.328676360543
