,Training profit,Testing profit
0,25718.12007750797,11565.770244555199
1,25733.908963359794,11617.737928441253
2,25776.333021115213,11624.856632943332
3,25768.315301400435,11572.267857421053
4,25432.385175464537,11345.957097357646
5,24435.240833866104,10889.098192502834
6,25509.39004769778,11385.68493341312
7,25771.159832681933,11478.231697488347
8,25624.755800271363,11411.842394852816
9,24982.976664283095,11174.72077579365
