,Training profit,Testing profit
0,46664.06581980767,19575.202724405804
1,46286.88008549802,19677.459216558538
2,46514.553989783315,19502.212010959935
3,45891.960787431744,19040.91085684471
4,46884.63131091583,19936.248624885568
5,45786.98044733243,19330.798851040345
6,46575.35758469701,19633.983651627186
7,45888.138190316604,19273.6587959803
8,45946.2775821082,19235.596985620847
9,45675.06904426176,19337.31346465209
