,Training profit,Testing profit
0,55672.67312958974,15150.398497948687
1,59259.97072762239,15778.098644534726
2,55415.585724676646,15100.210251532706
3,59101.62411544889,15960.367687566131
4,55318.29651796212,14568.28127697153
5,54878.23001377551,14927.266760378348
6,58682.243127160466,15609.206302582515
7,57943.761583045685,15421.485395540443
8,58301.699353071715,15329.361600837741
9,58214.84157994668,15403.749188498363
